,date,region_code,region,cases,recovered,active_cases,deceased
59,2020-12-05,07050,Sant Joan de Labritja,57.0,52.0,6.0,0.0
59,2020-12-05,07054,Santa Eulària des Riu,575.0,484.0,89.0,11.0
59,2020-12-05,07048,Sant Josep de sa Talaia,504.0,464.0,40.0,1.0
59,2020-12-05,0,total-eivissa,3500.0,3089.0,408.0,26.0
60,2020-12-06,0,total-eivissa,3500.0,3089.0,408.0,26.0
60,2020-12-06,07026,Eivissa,1768.0,1566.0,202.0,9.0
60,2020-12-06,07050,Sant Joan de Labritja,57.0,52.0,6.0,0.0
60,2020-12-06,07046,Sant Antoni de Portmany,596.0,523.0,71.0,5.0
60,2020-12-06,07054,Santa Eulària des Riu,575.0,484.0,89.0,11.0
60,2020-12-06,07048,Sant Josep de sa Talaia,504.0,464.0,40.0,1.0
61,2020-12-07,07054,Santa Eulària des Riu,575.0,484.0,89.0,11.0
61,2020-12-07,07026,Eivissa,1768.0,1566.0,202.0,9.0
61,2020-12-07,0,total-eivissa,3500.0,3089.0,408.0,26.0
61,2020-12-07,07048,Sant Josep de sa Talaia,504.0,464.0,40.0,1.0
61,2020-12-07,07046,Sant Antoni de Portmany,596.0,523.0,71.0,5.0
61,2020-12-07,07050,Sant Joan de Labritja,57.0,52.0,6.0,0.0
62,2020-12-08,07054,Santa Eulària des Riu,596.0,498.0,96.0,11.0
62,2020-12-08,07048,Sant Josep de sa Talaia,512.0,480.0,32.0,1.0
62,2020-12-08,07046,Sant Antoni de Portmany,609.0,534.0,73.0,5.0
62,2020-12-08,07050,Sant Joan de Labritja,57.0,53.0,5.0,0.0
62,2020-12-08,07026,Eivissa,1797.0,1622.0,175.0,9.0
62,2020-12-08,0,total-eivissa,3571.0,3187.0,381.0,26.0
63,2020-12-09,07048,Sant Josep de sa Talaia,514.0,481.0,33.0,1.0
63,2020-12-09,0,total-eivissa,3580.0,3195.0,382.0,26.0
63,2020-12-09,07050,Sant Joan de Labritja,57.0,53.0,5.0,0.0
63,2020-12-09,07054,Santa Eulària des Riu,599.0,501.0,96.0,11.0
63,2020-12-09,07026,Eivissa,1799.0,1624.0,175.0,9.0
63,2020-12-09,07046,Sant Antoni de Portmany,611.0,536.0,73.0,5.0
64,2020-12-10,07050,Sant Joan de Labritja,57.0,53.0,5.0,0.0
64,2020-12-10,0,total-eivissa,3598.0,3203.0,392.0,26.0
64,2020-12-10,07026,Eivissa,1806.0,1625.0,181.0,9.0
64,2020-12-10,07046,Sant Antoni de Portmany,613.0,541.0,70.0,5.0
64,2020-12-10,07054,Santa Eulària des Riu,608.0,502.0,104.0,11.0
64,2020-12-10,07048,Sant Josep de sa Talaia,514.0,482.0,32.0,1.0
65,2020-12-11,07050,Sant Joan de Labritja,57.0,53.0,5.0,0.0
65,2020-12-11,07048,Sant Josep de sa Talaia,514.0,482.0,32.0,1.0
65,2020-12-11,07026,Eivissa,1806.0,1625.0,181.0,9.0
65,2020-12-11,07046,Sant Antoni de Portmany,613.0,541.0,70.0,5.0
65,2020-12-11,07054,Santa Eulària des Riu,608.0,502.0,104.0,11.0
65,2020-12-11,0,total-eivissa,3598.0,3203.0,392.0,26.0
66,2020-12-12,07046,Sant Antoni de Portmany,613.0,541.0,70.0,5.0
66,2020-12-12,07050,Sant Joan de Labritja,57.0,53.0,5.0,0.0
66,2020-12-12,07026,Eivissa,1806.0,1625.0,181.0,9.0
66,2020-12-12,07048,Sant Josep de sa Talaia,514.0,482.0,32.0,1.0
66,2020-12-12,0,total-eivissa,3598.0,3203.0,392.0,26.0
66,2020-12-12,07054,Santa Eulària des Riu,608.0,502.0,104.0,11.0
67,2020-12-13,07048,Sant Josep de sa Talaia,518.0,484.0,34.0,1.0
67,2020-12-13,07046,Sant Antoni de Portmany,616.0,542.0,72.0,5.0
67,2020-12-13,0,total-eivissa,3626.0,3227.0,396.0,26.0
67,2020-12-13,07050,Sant Joan de Labritja,58.0,54.0,5.0,0.0
67,2020-12-13,07026,Eivissa,1817.0,1633.0,184.0,9.0
67,2020-12-13,07054,Santa Eulària des Riu,617.0,514.0,101.0,11.0
68,2020-12-14,07046,Sant Antoni de Portmany,619.0,545.0,72.0,5.0
68,2020-12-14,07050,Sant Joan de Labritja,58.0,54.0,5.0,0.0
68,2020-12-14,0,total-eivissa,3641.0,3237.0,401.0,26.0
68,2020-12-14,07054,Santa Eulària des Riu,619.0,516.0,101.0,11.0
68,2020-12-14,07048,Sant Josep de sa Talaia,520.0,486.0,34.0,1.0
68,2020-12-14,07026,Eivissa,1825.0,1636.0,189.0,9.0
69,2020-12-15,07046,Sant Antoni de Portmany,620.0,554.0,64.0,5.0
69,2020-12-15,07050,Sant Joan de Labritja,58.0,54.0,5.0,0.0
69,2020-12-15,0,total-eivissa,3653.0,3278.0,372.0,26.0
69,2020-12-15,07048,Sant Josep de sa Talaia,522.0,487.0,35.0,1.0
69,2020-12-15,07054,Santa Eulària des Riu,622.0,526.0,94.0,11.0
69,2020-12-15,07026,Eivissa,1831.0,1657.0,174.0,9.0
70,2020-12-16,07026,Eivissa,1844.0,1664.0,180.0,9.0
70,2020-12-16,07050,Sant Joan de Labritja,59.0,55.0,5.0,0.0
70,2020-12-16,07054,Santa Eulària des Riu,627.0,530.0,95.0,11.0
70,2020-12-16,0,total-eivissa,3677.0,3295.0,379.0,26.0
70,2020-12-16,07046,Sant Antoni de Portmany,625.0,556.0,67.0,5.0
70,2020-12-16,07048,Sant Josep de sa Talaia,522.0,490.0,32.0,1.0
71,2020-12-17,0,total-eivissa,3704.0,3313.0,388.0,26.0
71,2020-12-17,07026,Eivissa,1855.0,1674.0,181.0,9.0
71,2020-12-17,07054,Santa Eulària des Riu,634.0,534.0,98.0,11.0
71,2020-12-17,07048,Sant Josep de sa Talaia,524.0,492.0,32.0,1.0
71,2020-12-17,07046,Sant Antoni de Portmany,632.0,558.0,72.0,5.0
71,2020-12-17,07050,Sant Joan de Labritja,59.0,55.0,5.0,0.0
72,2020-12-18,07048,Sant Josep de sa Talaia,524.0,492.0,32.0,1.0
72,2020-12-18,07054,Santa Eulària des Riu,634.0,534.0,98.0,11.0
72,2020-12-18,0,total-eivissa,3704.0,3313.0,388.0,26.0
72,2020-12-18,07050,Sant Joan de Labritja,59.0,55.0,5.0,0.0
72,2020-12-18,07026,Eivissa,1855.0,1674.0,181.0,9.0
72,2020-12-18,07046,Sant Antoni de Portmany,632.0,558.0,72.0,5.0
73,2020-12-19,07050,Sant Joan de Labritja,59.0,55.0,5.0,0.0
73,2020-12-19,07048,Sant Josep de sa Talaia,524.0,492.0,32.0,1.0
73,2020-12-19,0,total-eivissa,3704.0,3313.0,388.0,26.0
73,2020-12-19,07046,Sant Antoni de Portmany,632.0,558.0,72.0,5.0
73,2020-12-19,07054,Santa Eulària des Riu,634.0,534.0,98.0,11.0
73,2020-12-19,07026,Eivissa,1855.0,1674.0,181.0,9.0
74,2020-12-20,07026,Eivissa,1868.0,1679.0,189.0,9.0
74,2020-12-20,07046,Sant Antoni de Portmany,636.0,560.0,74.0,5.0
74,2020-12-20,07054,Santa Eulària des Riu,645.0,543.0,100.0,11.0
74,2020-12-20,07050,Sant Joan de Labritja,60.0,55.0,6.0,0.0
74,2020-12-20,0,total-eivissa,3740.0,3329.0,408.0,26.0
74,2020-12-20,07048,Sant Josep de sa Talaia,531.0,492.0,39.0,1.0
75,2020-12-21,07050,Sant Joan de Labritja,60.0,55.0,6.0,0.0
75,2020-12-21,07054,Santa Eulària des Riu,655.0,544.0,109.0,11.0
75,2020-12-21,07046,Sant Antoni de Portmany,639.0,563.0,74.0,5.0
75,2020-12-21,07048,Sant Josep de sa Talaia,534.0,492.0,42.0,1.0
75,2020-12-21,07026,Eivissa,1874.0,1688.0,186.0,9.0
75,2020-12-21,0,total-eivissa,3762.0,3342.0,417.0,26.0
76,2020-12-22,07048,Sant Josep de sa Talaia,540.0,492.0,48.0,1.0
76,2020-12-22,07054,Santa Eulària des Riu,659.0,546.0,111.0,11.0
76,2020-12-22,07046,Sant Antoni de Portmany,642.0,563.0,77.0,5.0
76,2020-12-22,07026,Eivissa,1883.0,1689.0,194.0,9.0
76,2020-12-22,0,total-eivissa,3784.0,3345.0,436.0,26.0
76,2020-12-22,07050,Sant Joan de Labritja,60.0,55.0,6.0,0.0
77,2020-12-23,07048,Sant Josep de sa Talaia,540.0,492.0,48.0,1.0
77,2020-12-23,07054,Santa Eulària des Riu,659.0,546.0,111.0,11.0
77,2020-12-23,07026,Eivissa,1883.0,1689.0,194.0,9.0
77,2020-12-23,07050,Sant Joan de Labritja,60.0,55.0,6.0,0.0
77,2020-12-23,0,total-eivissa,3784.0,3345.0,436.0,26.0
77,2020-12-23,07046,Sant Antoni de Portmany,642.0,563.0,77.0,5.0
78,2020-12-24,0,total-eivissa,3784.0,3345.0,436.0,26.0
78,2020-12-24,07048,Sant Josep de sa Talaia,540.0,492.0,48.0,1.0
78,2020-12-24,07026,Eivissa,1883.0,1689.0,194.0,9.0
78,2020-12-24,07054,Santa Eulària des Riu,659.0,546.0,111.0,11.0
78,2020-12-24,07046,Sant Antoni de Portmany,642.0,563.0,77.0,5.0
78,2020-12-24,07050,Sant Joan de Labritja,60.0,55.0,6.0,0.0
79,2020-12-25,07050,Sant Joan de Labritja,60.0,55.0,6.0,0.0
79,2020-12-25,07046,Sant Antoni de Portmany,642.0,563.0,77.0,5.0
79,2020-12-25,07054,Santa Eulària des Riu,659.0,546.0,111.0,11.0
79,2020-12-25,07026,Eivissa,1883.0,1689.0,194.0,9.0
79,2020-12-25,0,total-eivissa,3784.0,3345.0,436.0,26.0
79,2020-12-25,07048,Sant Josep de sa Talaia,540.0,492.0,48.0,1.0
80,2020-12-26,07048,Sant Josep de sa Talaia,540.0,492.0,48.0,1.0
80,2020-12-26,07046,Sant Antoni de Portmany,642.0,563.0,77.0,5.0
80,2020-12-26,07026,Eivissa,1883.0,1689.0,194.0,9.0
80,2020-12-26,07050,Sant Joan de Labritja,60.0,55.0,6.0,0.0
80,2020-12-26,07054,Santa Eulària des Riu,659.0,546.0,111.0,11.0
80,2020-12-26,0,total-eivissa,3784.0,3345.0,436.0,26.0
81,2020-12-27,07054,Santa Eulària des Riu,673.0,563.0,108.0,11.0
81,2020-12-27,07026,Eivissa,1893.0,1704.0,189.0,9.0
81,2020-12-27,07048,Sant Josep de sa Talaia,551.0,495.0,56.0,1.0
81,2020-12-27,07050,Sant Joan de Labritja,62.0,57.0,6.0,0.0
81,2020-12-27,0,total-eivissa,3835.0,3385.0,446.0,27.0
81,2020-12-27,07046,Sant Antoni de Portmany,656.0,566.0,87.0,6.0
82,2020-12-28,07054,Santa Eulària des Riu,677.0,576.0,99.0,11.0
82,2020-12-28,07026,Eivissa,1897.0,1724.0,173.0,9.0
82,2020-12-28,07046,Sant Antoni de Portmany,665.0,581.0,81.0,6.0
82,2020-12-28,07050,Sant Joan de Labritja,62.0,57.0,6.0,0.0
82,2020-12-28,0,total-eivissa,3865.0,3437.0,424.0,27.0
82,2020-12-28,07048,Sant Josep de sa Talaia,564.0,499.0,65.0,1.0
83,2020-12-29,0,total-eivissa,3903.0,3456.0,443.0,27.0
83,2020-12-29,07026,Eivissa,1906.0,1733.0,173.0,9.0
83,2020-12-29,07048,Sant Josep de sa Talaia,572.0,505.0,67.0,1.0
83,2020-12-29,07046,Sant Antoni de Portmany,679.0,582.0,94.0,6.0
83,2020-12-29,07050,Sant Joan de Labritja,62.0,58.0,5.0,0.0
83,2020-12-29,07054,Santa Eulària des Riu,684.0,578.0,104.0,11.0
84,2020-12-30,07046,Sant Antoni de Portmany,679.0,582.0,94.0,6.0
84,2020-12-30,07026,Eivissa,1906.0,1733.0,173.0,9.0
84,2020-12-30,0,total-eivissa,3903.0,3456.0,443.0,27.0
84,2020-12-30,07048,Sant Josep de sa Talaia,572.0,505.0,67.0,1.0
84,2020-12-30,07054,Santa Eulària des Riu,684.0,578.0,104.0,11.0
84,2020-12-30,07050,Sant Joan de Labritja,62.0,58.0,5.0,0.0
85,2020-12-31,0,total-eivissa,3903.0,3456.0,443.0,27.0
85,2020-12-31,07026,Eivissa,1906.0,1733.0,173.0,9.0
85,2020-12-31,07054,Santa Eulària des Riu,684.0,578.0,104.0,11.0
85,2020-12-31,07048,Sant Josep de sa Talaia,572.0,505.0,67.0,1.0
85,2020-12-31,07046,Sant Antoni de Portmany,679.0,582.0,94.0,6.0
85,2020-12-31,07050,Sant Joan de Labritja,62.0,58.0,5.0,0.0
86,2021-01-01,07050,Sant Joan de Labritja,62.0,58.0,5.0,0.0
86,2021-01-01,0,total-eivissa,3903.0,3456.0,443.0,27.0
86,2021-01-01,07054,Santa Eulària des Riu,684.0,578.0,104.0,11.0
86,2021-01-01,07026,Eivissa,1906.0,1733.0,173.0,9.0
86,2021-01-01,07046,Sant Antoni de Portmany,679.0,582.0,94.0,6.0
86,2021-01-01,07048,Sant Josep de sa Talaia,572.0,505.0,67.0,1.0
87,2021-01-02,07054,Santa Eulària des Riu,684.0,578.0,104.0,11.0
87,2021-01-02,07050,Sant Joan de Labritja,62.0,58.0,5.0,0.0
87,2021-01-02,0,total-eivissa,3903.0,3456.0,443.0,27.0
87,2021-01-02,07046,Sant Antoni de Portmany,679.0,582.0,94.0,6.0
87,2021-01-02,07026,Eivissa,1906.0,1733.0,173.0,9.0
87,2021-01-02,07048,Sant Josep de sa Talaia,572.0,505.0,67.0,1.0
88,2021-01-03,07048,Sant Josep de sa Talaia,602.0,509.0,93.0,1.0
88,2021-01-03,0,total-eivissa,4157.0,3488.0,665.0,27.0
88,2021-01-03,07026,Eivissa,1979.0,1741.0,238.0,9.0
88,2021-01-03,07050,Sant Joan de Labritja,65.0,59.0,7.0,0.0
88,2021-01-03,07054,Santa Eulària des Riu,753.0,593.0,158.0,11.0
88,2021-01-03,07046,Sant Antoni de Portmany,758.0,586.0,169.0,6.0
89,2021-01-04,0,total-eivissa,4205.0,3540.0,661.0,27.0
89,2021-01-04,07054,Santa Eulària des Riu,762.0,605.0,155.0,11.0
89,2021-01-04,07050,Sant Joan de Labritja,65.0,60.0,6.0,0.0
89,2021-01-04,07026,Eivissa,1994.0,1757.0,237.0,9.0
89,2021-01-04,07048,Sant Josep de sa Talaia,609.0,518.0,91.0,1.0
89,2021-01-04,07046,Sant Antoni de Portmany,775.0,600.0,172.0,6.0
90,2021-01-05,07048,Sant Josep de sa Talaia,609.0,518.0,91.0,1.0
90,2021-01-05,0,total-eivissa,4205.0,3540.0,661.0,27.0
90,2021-01-05,07046,Sant Antoni de Portmany,775.0,600.0,172.0,6.0
90,2021-01-05,07026,Eivissa,1994.0,1757.0,237.0,9.0
90,2021-01-05,07054,Santa Eulària des Riu,762.0,605.0,155.0,11.0
90,2021-01-05,07050,Sant Joan de Labritja,65.0,60.0,6.0,0.0
91,2021-01-06,07048,Sant Josep de sa Talaia,622.0,522.0,100.0,1.0
91,2021-01-06,0,total-eivissa,4321.0,3559.0,758.0,27.0
91,2021-01-06,07046,Sant Antoni de Portmany,806.0,605.0,198.0,6.0
91,2021-01-06,07026,Eivissa,2031.0,1763.0,268.0,9.0
91,2021-01-06,07054,Santa Eulària des Riu,794.0,609.0,183.0,11.0
91,2021-01-06,07050,Sant Joan de Labritja,68.0,60.0,9.0,0.0
92,2021-01-07,0,total-eivissa,4436.0,3601.0,831.0,27.0
92,2021-01-07,07046,Sant Antoni de Portmany,829.0,615.0,211.0,6.0
92,2021-01-07,07054,Santa Eulària des Riu,825.0,620.0,203.0,11.0
92,2021-01-07,07050,Sant Joan de Labritja,68.0,61.0,8.0,0.0
92,2021-01-07,07026,Eivissa,2072.0,1773.0,299.0,9.0
92,2021-01-07,07048,Sant Josep de sa Talaia,642.0,532.0,110.0,1.0
93,2021-01-08,07050,Sant Joan de Labritja,68.0,61.0,8.0,0.0
93,2021-01-08,07054,Santa Eulària des Riu,825.0,620.0,203.0,11.0
93,2021-01-08,07046,Sant Antoni de Portmany,829.0,615.0,211.0,6.0
93,2021-01-08,0,total-eivissa,4436.0,3601.0,831.0,27.0
93,2021-01-08,07026,Eivissa,2072.0,1773.0,299.0,9.0
93,2021-01-08,07048,Sant Josep de sa Talaia,642.0,532.0,110.0,1.0
94,2021-01-09,07050,Sant Joan de Labritja,68.0,61.0,8.0,0.0
94,2021-01-09,07054,Santa Eulària des Riu,825.0,620.0,203.0,11.0
94,2021-01-09,07046,Sant Antoni de Portmany,829.0,615.0,211.0,6.0
94,2021-01-09,07048,Sant Josep de sa Talaia,642.0,532.0,110.0,1.0
94,2021-01-09,07026,Eivissa,2072.0,1773.0,299.0,9.0
94,2021-01-09,0,total-eivissa,4436.0,3601.0,831.0,27.0
95,2021-01-10,07054,Santa Eulària des Riu,919.0,636.0,281.0,11.0
95,2021-01-10,07026,Eivissa,2263.0,1796.0,467.0,9.0
95,2021-01-10,07048,Sant Josep de sa Talaia,703.0,546.0,157.0,1.0
95,2021-01-10,07046,Sant Antoni de Portmany,928.0,643.0,282.0,6.0
95,2021-01-10,07050,Sant Joan de Labritja,75.0,61.0,15.0,0.0
95,2021-01-10,0,total-eivissa,4888.0,3682.0,1202.0,27.0
96,2021-01-11,07048,Sant Josep de sa Talaia,718.0,554.0,164.0,1.0
96,2021-01-11,07046,Sant Antoni de Portmany,942.0,652.0,287.0,6.0
96,2021-01-11,07054,Santa Eulària des Riu,963.0,654.0,307.0,11.0
96,2021-01-11,07026,Eivissa,2313.0,1809.0,503.0,10.0
96,2021-01-11,0,total-eivissa,5013.0,3731.0,1277.0,28.0
96,2021-01-11,07050,Sant Joan de Labritja,77.0,62.0,16.0,0.0
97,2021-01-12,07046,Sant Antoni de Portmany,979.0,673.0,303.0,6.0
97,2021-01-12,07054,Santa Eulària des Riu,1010.0,657.0,350.0,12.0
97,2021-01-12,07050,Sant Joan de Labritja,81.0,62.0,20.0,0.0
97,2021-01-12,07026,Eivissa,2409.0,1817.0,591.0,10.0
97,2021-01-12,0,total-eivissa,5243.0,3766.0,1471.0,29.0
97,2021-01-12,07048,Sant Josep de sa Talaia,764.0,557.0,207.0,1.0
98,2021-01-13,0,total-eivissa,5538.0,3790.0,1740.0,31.0
98,2021-01-13,07054,Santa Eulària des Riu,1072.0,663.0,405.0,13.0
98,2021-01-13,07050,Sant Joan de Labritja,85.0,63.0,23.0,0.0
98,2021-01-13,07026,Eivissa,2597.0,1858.0,737.0,11.0
98,2021-01-13,07048,Sant Josep de sa Talaia,759.0,526.0,233.0,1.0
98,2021-01-13,07046,Sant Antoni de Portmany,1025.0,680.0,342.0,6.0
99,2021-01-14,07046,Sant Antoni de Portmany,1070.0,702.0,365.0,6.0
99,2021-01-14,0,total-eivissa,5781.0,3858.0,1914.0,31.0
99,2021-01-14,07050,Sant Joan de Labritja,87.0,64.0,24.0,0.0
99,2021-01-14,07054,Santa Eulària des Riu,1123.0,674.0,445.0,13.0
99,2021-01-14,07026,Eivissa,2711.0,1881.0,827.0,11.0
99,2021-01-14,07048,Sant Josep de sa Talaia,790.0,537.0,253.0,1.0
100,2021-01-15,0,total-eivissa,5781.0,3858.0,1914.0,31.0
100,2021-01-15,07054,Santa Eulària des Riu,1123.0,674.0,445.0,13.0
100,2021-01-15,07050,Sant Joan de Labritja,87.0,64.0,24.0,0.0
100,2021-01-15,07046,Sant Antoni de Portmany,1070.0,702.0,365.0,6.0
100,2021-01-15,07048,Sant Josep de sa Talaia,790.0,537.0,253.0,1.0
100,2021-01-15,07026,Eivissa,2711.0,1881.0,827.0,11.0
101,2021-01-16,07054,Santa Eulària des Riu,1123.0,674.0,445.0,13.0
101,2021-01-16,07048,Sant Josep de sa Talaia,790.0,537.0,253.0,1.0
101,2021-01-16,0,total-eivissa,5781.0,3858.0,1914.0,31.0
101,2021-01-16,07046,Sant Antoni de Portmany,1070.0,702.0,365.0,6.0
101,2021-01-16,07050,Sant Joan de Labritja,87.0,64.0,24.0,0.0
101,2021-01-16,07026,Eivissa,2711.0,1881.0,827.0,11.0
102,2021-01-17,0,total-eivissa,6398.0,4163.0,2226.0,31.0
102,2021-01-17,07054,Santa Eulària des Riu,1253.0,759.0,490.0,13.0
102,2021-01-17,07026,Eivissa,2972.0,1985.0,984.0,11.0
102,2021-01-17,07046,Sant Antoni de Portmany,1182.0,779.0,400.0,6.0
102,2021-01-17,07048,Sant Josep de sa Talaia,885.0,571.0,314.0,1.0
102,2021-01-17,07050,Sant Joan de Labritja,106.0,69.0,38.0,0.0
103,2021-01-18,07054,Santa Eulària des Riu,1300.0,783.0,513.0,13.0
103,2021-01-18,07048,Sant Josep de sa Talaia,927.0,594.0,332.0,2.0
103,2021-01-18,07026,Eivissa,3077.0,2044.0,1029.0,12.0
103,2021-01-18,07050,Sant Joan de Labritja,108.0,72.0,37.0,0.0
103,2021-01-18,07046,Sant Antoni de Portmany,1233.0,807.0,423.0,6.0
103,2021-01-18,0,total-eivissa,6645.0,4300.0,2334.0,33.0
104,2021-01-19,07048,Sant Josep de sa Talaia,927.0,594.0,332.0,2.0
104,2021-01-19,07050,Sant Joan de Labritja,108.0,72.0,37.0,0.0
104,2021-01-19,0,total-eivissa,6645.0,4300.0,2334.0,33.0
104,2021-01-19,07046,Sant Antoni de Portmany,1233.0,807.0,423.0,6.0
104,2021-01-19,07054,Santa Eulària des Riu,1300.0,783.0,513.0,13.0
104,2021-01-19,07026,Eivissa,3077.0,2044.0,1029.0,12.0
105,2021-01-20,07048,Sant Josep de sa Talaia,927.0,594.0,332.0,2.0
105,2021-01-20,07050,Sant Joan de Labritja,108.0,72.0,37.0,0.0
105,2021-01-20,07046,Sant Antoni de Portmany,1233.0,807.0,423.0,6.0
105,2021-01-20,0,total-eivissa,6645.0,4300.0,2334.0,33.0
105,2021-01-20,07054,Santa Eulària des Riu,1300.0,783.0,513.0,13.0
105,2021-01-20,07026,Eivissa,3077.0,2044.0,1029.0,12.0
106,2021-01-21,07048,Sant Josep de sa Talaia,927.0,594.0,332.0,2.0
106,2021-01-21,07046,Sant Antoni de Portmany,1233.0,807.0,423.0,6.0
106,2021-01-21,07050,Sant Joan de Labritja,108.0,72.0,37.0,0.0
106,2021-01-21,07026,Eivissa,3077.0,2044.0,1029.0,12.0
106,2021-01-21,0,total-eivissa,6645.0,4300.0,2334.0,33.0
106,2021-01-21,07054,Santa Eulària des Riu,1300.0,783.0,513.0,13.0
107,2021-01-22,07046,Sant Antoni de Portmany,1233.0,807.0,423.0,6.0
107,2021-01-22,07026,Eivissa,3077.0,2044.0,1029.0,12.0
107,2021-01-22,07048,Sant Josep de sa Talaia,927.0,594.0,332.0,2.0
107,2021-01-22,07054,Santa Eulària des Riu,1300.0,783.0,513.0,13.0
107,2021-01-22,0,total-eivissa,6645.0,4300.0,2334.0,33.0
107,2021-01-22,07050,Sant Joan de Labritja,108.0,72.0,37.0,0.0
108,2021-01-23,07048,Sant Josep de sa Talaia,927.0,594.0,332.0,2.0
108,2021-01-23,07026,Eivissa,3077.0,2044.0,1029.0,12.0
108,2021-01-23,07050,Sant Joan de Labritja,108.0,72.0,37.0,0.0
108,2021-01-23,0,total-eivissa,6645.0,4300.0,2334.0,33.0
108,2021-01-23,07046,Sant Antoni de Portmany,1233.0,807.0,423.0,6.0
108,2021-01-23,07054,Santa Eulària des Riu,1300.0,783.0,513.0,13.0
109,2021-01-24,07046,Sant Antoni de Portmany,1233.0,807.0,423.0,6.0
109,2021-01-24,07050,Sant Joan de Labritja,108.0,72.0,37.0,0.0
109,2021-01-24,07048,Sant Josep de sa Talaia,927.0,594.0,332.0,2.0
109,2021-01-24,07054,Santa Eulària des Riu,1300.0,783.0,513.0,13.0
109,2021-01-24,07026,Eivissa,3077.0,2044.0,1029.0,12.0
109,2021-01-24,0,total-eivissa,6645.0,4300.0,2334.0,33.0
110,2021-01-25,07050,Sant Joan de Labritja,108.0,72.0,37.0,0.0
110,2021-01-25,0,total-eivissa,6645.0,4300.0,2334.0,33.0
110,2021-01-25,07054,Santa Eulària des Riu,1300.0,783.0,513.0,13.0
110,2021-01-25,07046,Sant Antoni de Portmany,1233.0,807.0,423.0,6.0
110,2021-01-25,07048,Sant Josep de sa Talaia,927.0,594.0,332.0,2.0
110,2021-01-25,07026,Eivissa,3077.0,2044.0,1029.0,12.0
111,2021-01-26,0,total-eivissa,6645.0,4300.0,2334.0,33.0
111,2021-01-26,07050,Sant Joan de Labritja,108.0,72.0,37.0,0.0
111,2021-01-26,07054,Santa Eulària des Riu,1300.0,783.0,513.0,13.0
111,2021-01-26,07046,Sant Antoni de Portmany,1233.0,807.0,423.0,6.0
111,2021-01-26,07026,Eivissa,3077.0,2044.0,1029.0,12.0
111,2021-01-26,07048,Sant Josep de sa Talaia,927.0,594.0,332.0,2.0
112,2021-01-27,0,total-eivissa,9083.0,6347.0,2728.0,36.0
112,2021-01-27,07050,Sant Joan de Labritja,153.0,109.0,45.0,0.0
112,2021-01-27,07054,Santa Eulària des Riu,1835.0,1237.0,595.0,13.0
112,2021-01-27,07026,Eivissa,4213.0,2954.0,1257.0,13.0
112,2021-01-27,07048,Sant Josep de sa Talaia,1271.0,883.0,388.0,2.0
112,2021-01-27,07046,Sant Antoni de Portmany,1611.0,1164.0,443.0,8.0
113,2021-01-28,0,total-eivissa,9308.0,6593.0,2706.0,37.0
113,2021-01-28,07054,Santa Eulària des Riu,1876.0,1282.0,591.0,13.0
113,2021-01-28,07048,Sant Josep de sa Talaia,1313.0,916.0,397.0,2.0
113,2021-01-28,07046,Sant Antoni de Portmany,1637.0,1206.0,426.0,9.0
113,2021-01-28,07050,Sant Joan de Labritja,158.0,113.0,46.0,0.0
113,2021-01-28,07026,Eivissa,4324.0,3076.0,1246.0,13.0
114,2021-01-29,07046,Sant Antoni de Portmany,1637.0,1206.0,426.0,9.0
114,2021-01-29,07026,Eivissa,4324.0,3076.0,1246.0,13.0
114,2021-01-29,07054,Santa Eulària des Riu,1876.0,1282.0,591.0,13.0
114,2021-01-29,0,total-eivissa,9308.0,6593.0,2706.0,37.0
114,2021-01-29,07048,Sant Josep de sa Talaia,1313.0,916.0,397.0,2.0
114,2021-01-29,07050,Sant Joan de Labritja,158.0,113.0,46.0,0.0
115,2021-01-30,07054,Santa Eulària des Riu,1876.0,1282.0,591.0,13.0
115,2021-01-30,07048,Sant Josep de sa Talaia,1313.0,916.0,397.0,2.0
115,2021-01-30,07050,Sant Joan de Labritja,158.0,113.0,46.0,0.0
115,2021-01-30,07046,Sant Antoni de Portmany,1637.0,1206.0,426.0,9.0
115,2021-01-30,07026,Eivissa,4324.0,3076.0,1246.0,13.0
115,2021-01-30,0,total-eivissa,9308.0,6593.0,2706.0,37.0
116,2021-01-31,0,total-eivissa,9770.0,7155.0,2603.0,40.0
116,2021-01-31,07054,Santa Eulària des Riu,2040.0,1407.0,628.0,15.0
116,2021-01-31,07048,Sant Josep de sa Talaia,1366.0,1006.0,360.0,2.0
116,2021-01-31,07050,Sant Joan de Labritja,180.0,120.0,60.0,1.0
116,2021-01-31,07026,Eivissa,4509.0,3342.0,1165.0,13.0
116,2021-01-31,07046,Sant Antoni de Portmany,1675.0,1280.0,390.0,9.0
117,2021-02-01,07050,Sant Joan de Labritja,180.0,120.0,60.0,1.0
117,2021-02-01,07046,Sant Antoni de Portmany,1684.0,1298.0,380.0,10.0
117,2021-02-01,07026,Eivissa,4547.0,3401.0,1143.0,14.0
117,2021-02-01,07054,Santa Eulària des Riu,2076.0,1428.0,643.0,15.0
117,2021-02-01,0,total-eivissa,9872.0,7268.0,2589.0,43.0
117,2021-02-01,07048,Sant Josep de sa Talaia,1385.0,1021.0,363.0,3.0
118,2021-02-02,07026,Eivissa,4619.0,3451.0,1164.0,15.0
118,2021-02-02,07054,Santa Eulària des Riu,2128.0,1461.0,662.0,15.0
